Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-9012999,"RHO GTPase cycle",12,460,0.02830595040305212,0.1158152754187709,0.3171244307853538,25,91,0.005656038287028405,9606,Homo sapiens,"BCR;SPEN;ANLN;ARHGAP8;HSP90AB1;PLXND1;ROCK2;ITSN1;PTK2B;MYO9B;ARHGAP26;KALRN","","R-HSA-9018766;R-HSA-8981637;R-HSA-9018758;R-HSA-9013144;R-HSA-9014296;R-HSA-9018778;R-HSA-9013022;R-HSA-9013009;R-HSA-9017488;R-HSA-9696266;R-HSA-8980691;R-HSA-9014295;R-HSA-9013143;R-HSA-9013161;R-HSA-9018785;R-HSA-9014433;R-HSA-9013024;R-HSA-9013159;R-HSA-9018745;R-HSA-9693282;R-HSA-9018747;R-HSA-9013437;R-HSA-9013111;R-HSA-9013110;R-HSA-9018806"
R-HSA-9014826,"Interleukin-36 pathway",1,7,4.3074272352470615E-4,0.11592993343786206,0.3171244307853538,3,3,1.8646280067126608E-4,9606,Homo sapiens,"IL1R1","","R-HSA-8848316;R-HSA-8848314;R-HSA-8940998"
R-HSA-9968551,"Regulation of GBP-mediated host defense",1,7,4.3074272352470615E-4,0.11592993343786206,0.3171244307853538,1,3,1.8646280067126608E-4,9606,Homo sapiens,"PIM1","","R-HSA-9954237"
R-HSA-165158,"Activation of AKT2",1,7,4.3074272352470615E-4,0.11592993343786206,0.3171244307853538,1,3,1.8646280067126608E-4,9606,Homo sapiens,"TRIB3","","R-HSA-109700"
R-HSA-74713,"IRS activation",1,7,4.3074272352470615E-4,0.11592993343786206,0.3171244307853538,1,3,1.8646280067126608E-4,9606,Homo sapiens,"GRB10","","R-HSA-74707"
R-HSA-977443,"GABA receptor activation",3,68,0.004184357885668575,0.11943854480797245,0.3171244307853538,8,12,7.458512026850643E-4,9606,Homo sapiens,"GNB2;GNB3;GNAI2","","R-HSA-170674;R-HSA-1013020;R-HSA-170666;R-HSA-1013013;R-HSA-392206;R-HSA-1013012;R-HSA-170686;R-HSA-170671"
R-HSA-5576891,"Cardiac conduction",5,147,0.00904559719401883,0.11984636187171027,0.3171244307853538,7,33,0.002051090807383927,9606,Homo sapiens,"SLC8A3;NPR2;ITPR1;CES3;SCN1A","","R-HSA-169683;R-HSA-5226904;R-HSA-5576895;R-HSA-9727567;R-HSA-425661;R-HSA-139854;R-HSA-5692408"
R-HSA-451326,"Activation of kainate receptors upon glutamate binding",2,34,0.0020921789428342873,0.12122407977133232,0.3171244307853538,1,6,3.7292560134253216E-4,9606,Homo sapiens,"GNB2;GNB3","","R-HSA-500717"
R-HSA-445717,"Aquaporin-mediated transport",3,69,0.0042458925604578176,0.1232674846359968,0.3171244307853538,8,25,0.0015538566722605508,9606,Homo sapiens,"GNB2;AQP7;GNB3","","R-HSA-432195;R-HSA-422320;R-HSA-507871;R-HSA-507870;R-HSA-507869;R-HSA-432188;R-HSA-507868;R-HSA-432074"
R-HSA-8939902,"Regulation of RUNX2 expression and activity",3,69,0.0042458925604578176,0.1232674846359968,0.3171244307853538,5,29,0.0018024737398222388,9606,Homo sapiens,"STAT1;ESR1;PPARGC1B","","R-HSA-8939900;R-HSA-9008015;R-HSA-9007999;R-HSA-8939904;R-HSA-8939938"
R-HSA-450294,"MAP kinase activation",3,69,0.0042458925604578176,0.1232674846359968,0.3171244307853538,4,32,0.0019889365404935047,9606,Homo sapiens,"IRAK1;PPP2R1A;MAP2K7","","R-HSA-168162;R-HSA-199959;R-HSA-450337;R-HSA-450346"
R-HSA-76005,"Response to elevated platelet cytosolic Ca2+",5,149,0.009168666543597317,0.12482977303361509,0.3171244307853538,3,14,8.701597364659083E-4,9606,Homo sapiens,"CHID1;ITIH4;ITIH3;SERPINA1;A2M","","R-HSA-481009;R-HSA-481007;R-HSA-351341"
R-HSA-5654708,"Downstream signaling of activated FGFR3",2,35,0.0021537136176235307,0.12704692461138778,0.3171244307853538,3,23,0.0014295481384797065,9606,Homo sapiens,"KRAS","","R-HSA-5654647;R-HSA-8941628;R-HSA-5654413"
R-HSA-420092,"Glucagon-type ligand receptors",2,35,0.0021537136176235307,0.12704692461138778,0.3171244307853538,1,8,4.972341351233762E-4,9606,Homo sapiens,"GNB2;GNB3","","R-HSA-381612"
R-HSA-9006335,"Signaling by Erythropoietin",2,35,0.0021537136176235307,0.12704692461138778,0.3171244307853538,1,25,0.0015538566722605508,9606,Homo sapiens,"KRAS","","R-HSA-9029158"
R-HSA-422356,"Regulation of insulin secretion",4,109,0.006707279552027568,0.1278095993609103,0.3171244307853538,13,38,0.002361862141836037,9606,Homo sapiens,"GNB2;ITPR1;GNB3;GNAI2","","R-HSA-400037;R-HSA-400097;R-HSA-400046;R-HSA-381612;R-HSA-381644;R-HSA-265166;R-HSA-9728664;R-HSA-381706;R-HSA-169683;R-HSA-169680;R-HSA-422320;R-HSA-400063;R-HSA-400092"
R-HSA-2426168,"Activation of gene expression by SREBF (SREBP)",3,71,0.004368961910036305,0.13105708243653957,0.3171244307853538,5,42,0.002610479209397725,9606,Homo sapiens,"NCOA6;ACACA","","R-HSA-1655848;R-HSA-1655850;R-HSA-2426160;R-HSA-1655826;R-HSA-1655845"
R-HSA-5638303,"Inhibition of Signaling by Overexpressed EGFR",1,8,4.922773983139499E-4,0.13135955930949694,0.3171244307853538,2,2,1.2430853378084405E-4,9606,Homo sapiens,"EGFR","","R-HSA-1248677;R-HSA-1225978"
R-HSA-8985586,"SLIT2:ROBO1 increases RHOA activity",1,8,4.922773983139499E-4,0.13135955930949694,0.3171244307853538,2,2,1.2430853378084405E-4,9606,Homo sapiens,"MYO9B","","R-HSA-8985594;R-HSA-8985591"
R-HSA-5638302,"Signaling by Overexpressed Wild-Type EGFR in Cancer",1,8,4.922773983139499E-4,0.13135955930949694,0.3171244307853538,2,2,1.2430853378084405E-4,9606,Homo sapiens,"EGFR","","R-HSA-1248677;R-HSA-1225978"
R-HSA-8937144,"Aryl hydrocarbon receptor signalling",1,8,4.922773983139499E-4,0.13135955930949694,0.3171244307853538,3,5,3.1077133445211015E-4,9606,Homo sapiens,"HSP90AB1","","R-HSA-8937169;R-HSA-8936849;R-HSA-8937191"
R-HSA-9017802,"Noncanonical activation of NOTCH3",1,8,4.922773983139499E-4,0.13135955930949694,0.3171244307853538,1,2,1.2430853378084405E-4,9606,Homo sapiens,"NCSTN","","R-HSA-9017817"
R-HSA-8981373,"Intestinal hexose absorption",1,8,4.922773983139499E-4,0.13135955930949694,0.3171244307853538,1,3,1.8646280067126608E-4,9606,Homo sapiens,"SLC5A1","","R-HSA-8932955"
R-HSA-9927432,"Developmental Lineage of Mammary Gland Myoepithelial Cells",2,36,0.0022152482924127745,0.13293453343332562,0.3171244307853538,2,2,1.2430853378084405E-4,9606,Homo sapiens,"EGFR","","R-HSA-9925879;R-HSA-9925892"
R-HSA-68962,"Activation of the pre-replicative complex",2,36,0.0022152482924127745,0.13293453343332562,0.3171244307853538,7,9,5.593884020137983E-4,9606,Homo sapiens,"MCM8;ORC3L","","R-HSA-68960;R-HSA-68914;R-HSA-68917;R-HSA-68916;R-HSA-68919;R-HSA-68918;R-HSA-68940"
R-HSA-456926,"Thrombin signalling through proteinase activated receptors (PARs)",2,36,0.0022152482924127745,0.13293453343332562,0.3171244307853538,6,16,9.944682702467524E-4,9606,Homo sapiens,"GNB2;GNB3","","R-HSA-396996;R-HSA-397891;R-HSA-114552;R-HSA-396941;R-HSA-397835;R-HSA-114558"
R-HSA-5654716,"Downstream signaling of activated FGFR4",2,36,0.0022152482924127745,0.13293453343332562,0.3171244307853538,3,23,0.0014295481384797065,9606,Homo sapiens,"KRAS","","R-HSA-5654663;R-HSA-8941613;R-HSA-5654426"
R-HSA-9008059,"Interleukin-37 signaling",2,36,0.0022152482924127745,0.13293453343332562,0.3171244307853538,1,14,8.701597364659083E-4,9606,Homo sapiens,"PTPN23","","R-HSA-9008894"
R-HSA-2424491,"DAP12 signaling",2,36,0.0022152482924127745,0.13293453343332562,0.3171244307853538,1,17,0.0010566225371371745,9606,Homo sapiens,"KRAS","","R-HSA-2424477"
R-HSA-70171,"Glycolysis",4,111,0.006830348901606055,0.13394776989682733,0.3171244307853538,4,23,0.0014295481384797065,9606,Homo sapiens,"PFKL;TPI1;NUP210;PPP2R1A","","R-HSA-70467;R-HSA-163750;R-HSA-70454;R-HSA-170796"
R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",3,72,0.004430496584825549,0.13501550951758623,0.3171244307853538,6,46,0.002859096276959413,9606,Homo sapiens,"HSP90AB1;IRAK1;MAPK13","","R-HSA-873951;R-HSA-844440;R-HSA-874087;R-HSA-168184;R-HSA-1247960;R-HSA-1306876"
R-HSA-9820952,"Respiratory Syncytial Virus Infection Pathway",5,154,0.009476339917543536,0.13769763191682804,0.3171244307853538,7,101,0.006277580955932624,9606,Homo sapiens,"CDK19;HSP90AB1;SDC1;EGFR;JAK1","","R-HSA-9836468;R-HSA-9835171;R-HSA-9836899;R-HSA-9834736;R-HSA-909719;R-HSA-9836857;R-HSA-9837625"
R-HSA-182971,"EGFR downregulation",2,37,0.0022767829672020183,0.1388828960155667,0.3171244307853538,19,22,0.0013673938715892846,9606,Homo sapiens,"PTPRK;EGFR","","R-HSA-8867047;R-HSA-183072;R-HSA-8867044;R-HSA-8867041;R-HSA-182986;R-HSA-183051;R-HSA-8951490;R-HSA-182990;R-HSA-183055;R-HSA-183084;R-HSA-183058;R-HSA-182994;R-HSA-183089;R-HSA-182993;R-HSA-183002;R-HSA-183067;R-HSA-8864029;R-HSA-182969;R-HSA-183036"
R-HSA-9037629,"Lewis blood group biosynthesis",2,37,0.0022767829672020183,0.1388828960155667,0.3171244307853538,5,13,8.080054695754863E-4,9606,Homo sapiens,"FUT3","","R-HSA-9605682;R-HSA-9603986;R-HSA-9603984;R-HSA-9605609;R-HSA-9605644"
R-HSA-9820960,"Respiratory syncytial virus (RSV) attachment and entry",2,37,0.0022767829672020183,0.1388828960155667,0.3171244307853538,2,7,4.350798682329542E-4,9606,Homo sapiens,"SDC1;EGFR","","R-HSA-9836468;R-HSA-9837625"
R-HSA-6802952,"Signaling by BRAF and RAF1 fusions",3,73,0.004492031259614793,0.1390148652186891,0.3171244307853538,4,5,3.1077133445211015E-4,9606,Homo sapiens,"KSR1;KRAS","","R-HSA-6802935;R-HSA-6802934;R-HSA-6802933;R-HSA-6802932"
R-HSA-6798695,"Neutrophil degranulation",12,478,0.029413574549258508,0.14072842377221906,0.3171244307853538,9,10,6.215426689042203E-4,9606,Homo sapiens,"NCSTN;PFKL;DBNL;HSP90AB1;SERPINA1;GAA;P2RX1;UBR4;LCN2;SIRPA;ANO6;IGF2R","","R-HSA-6798743;R-HSA-6799350;R-HSA-6798739;R-HSA-6800434;R-HSA-6798749;R-HSA-6798748;R-HSA-6798747;R-HSA-6800426;R-HSA-6798745"
R-HSA-1643685,"Disease",62,3093,0.19032674912313088,0.14392054886069516,0.3171244307853538,293,2176,0.13524768475355833,9606,Homo sapiens,"YWHAE;LAMA5;HSP90AB1;ECHS1;C1S;ROCK2;ABCB4;UBR4;ITPR1;RRBP1;SLC5A1;CYP19A1;ACACA;EGFR;GNAI2;NCSTN;DUSP10;IRAK1;PPP2R1A;LARGE;MGAT5;SLCO1B3;PIM1;MAP2K7;JAK1;CDK19;ABCC2;KSR1;NUP210;LAMB2;STAT1;IL1R1;GAA;ANO6;MYO9B;MAT1A;ZDHHC11;ESR1;DUSP9;BCR;GGCX;SLC9A6;GNB2;GNB3;SDC1;KRAS;FGFR2;TAF2","","R-HSA-9920147;R-HSA-3656254;R-HSA-1220610;R-HSA-5339713;R-HSA-1220611;R-HSA-1839112;R-HSA-1220614;R-HSA-1839114;R-HSA-1220612;R-HSA-9694341;R-HSA-1220613;R-HSA-1839110;R-HSA-1169421;R-HSA-9697423;R-HSA-1839107;R-HSA-9613490;R-HSA-9613498;R-HSA-9699007;R-HSA-9638589;R-HSA-9665699;R-HSA-167474;R-HSA-9665698;R-HSA-9665697;R-HSA-9835171;R-HSA-9665701;R-HSA-9665700;R-HSA-167477;R-HSA-9665707;R-HSA-9665706;R-HSA-9665705;R-HSA-9665704;R-HSA-9665709;R-HSA-167484;R-HSA-9698988;R-HSA-9696980;R-HSA-5661198;R-HSA-9768142;R-HSA-9770187;R-HSA-9834736;R-HSA-874087;R-HSA-8936676;R-HSA-5601849;R-HSA-1247842;R-HSA-192627;R-HSA-1247841;R-HSA-9678561;R-HSA-3656261;R-HSA-3656257;R-HSA-1247844;R-HSA-8851710;R-HSA-3656267;R-HSA-9703441;R-HSA-9036289;R-HSA-5654748;R-HSA-9614367;R-HSA-5655233;R-HSA-9703436;R-HSA-9665034;R-HSA-4839635;R-HSA-9665032;R-HSA-5655245;R-HSA-4839634;R-HSA-9673231;R-HSA-5655241;R-HSA-4839638;R-HSA-9664567;R-HSA-9680443;R-HSA-9948218;R-HSA-9837625;R-HSA-165043;R-HSA-5655268;R-HSA-9918501;R-HSA-9614369;R-HSA-5211387;R-HSA-165047;R-HSA-4827388;R-HSA-5655277;R-HSA-167097;R-HSA-9652816;R-HSA-9651280;R-HSA-9678935;R-HSA-1225947;R-HSA-9947230;R-HSA-5678749;R-HSA-167113;R-HSA-1225950;R-HSA-167118;R-HSA-1225951;R-HSA-1225949;R-HSA-5637766;R-HSA-169683;R-HSA-5637764;R-HSA-169680;R-HSA-5637765;R-HSA-167121;R-HSA-167130;R-HSA-5637770;R-HSA-167134;R-HSA-9678925;R-HSA-9664588;R-HSA-9610867;R-HSA-9634418;R-HSA-167136;R-HSA-9920628;R-HSA-6785668;R-HSA-5637808;R-HSA-1225978;R-HSA-1247999;R-HSA-2077424;R-HSA-1306876;R-HSA-5637798;R-HSA-5637796;R-HSA-1225952;R-HSA-5637794;R-HSA-5637795;R-HSA-5637792;R-HSA-1225956;R-HSA-1225957;R-HSA-5637806;R-HSA-1225960;R-HSA-168184;R-HSA-1225961;R-HSA-5637800;R-HSA-9695853;R-HSA-5637801;R-HSA-9660819;R-HSA-9656211;R-HSA-3323184;R-HSA-9656209;R-HSA-1218833;R-HSA-9611158;R-HSA-9656215;R-HSA-9664918;R-HSA-9656214;R-HSA-9656213;R-HSA-9656212;R-HSA-9666458;R-HSA-9660824;R-HSA-4839746;R-HSA-1226014;R-HSA-1226012;R-HSA-9853849;R-HSA-9660828;R-HSA-9665411;R-HSA-1248002;R-HSA-9665410;R-HSA-9665409;R-HSA-9665408;R-HSA-9665415;R-HSA-9665413;R-HSA-9611147;R-HSA-9665417;R-HSA-9665416;R-HSA-2067713;R-HSA-9696179;R-HSA-9836468;R-HSA-9664950;R-HSA-9920957;R-HSA-2400009;R-HSA-9036729;R-HSA-1226016;R-HSA-5336420;R-HSA-9664933;R-HSA-5661039;R-HSA-9729454;R-HSA-9727919;R-HSA-8863674;R-HSA-9664940;R-HSA-9664976;R-HSA-9664983;R-HSA-6803234;R-HSA-6803233;R-HSA-5655326;R-HSA-9729500;R-HSA-9609689;R-HSA-9664991;R-HSA-9672159;R-HSA-5655323;R-HSA-2033490;R-HSA-5655320;R-HSA-4420365;R-HSA-2033488;R-HSA-6803240;R-HSA-2033486;R-HSA-3560804;R-HSA-5655301;R-HSA-3560802;R-HSA-9694661;R-HSA-2033479;R-HSA-5603087;R-HSA-2033474;R-HSA-2033472;R-HSA-9665009;R-HSA-9672176;R-HSA-5655347;R-HSA-9672163;R-HSA-5656356;R-HSA-5661474;R-HSA-9036285;R-HSA-5655343;R-HSA-9672170;R-HSA-6803230;R-HSA-9665000;R-HSA-6803227;R-HSA-5655339;R-HSA-4839734;R-HSA-6802919;R-HSA-2029983;R-HSA-6802918;R-HSA-9670417;R-HSA-6802916;R-HSA-9670416;R-HSA-6802915;R-HSA-6802914;R-HSA-6802912;R-HSA-9709852;R-HSA-6802926;R-HSA-9670426;R-HSA-6802925;R-HSA-6802924;R-HSA-180622;R-HSA-6802922;R-HSA-6802921;R-HSA-6802935;R-HSA-9851142;R-HSA-6802934;R-HSA-6802933;R-HSA-909726;R-HSA-8936731;R-HSA-6802932;R-HSA-168337;R-HSA-6802943;R-HSA-6802942;R-HSA-909719;R-HSA-6802941;R-HSA-1248655;R-HSA-2220988;R-HSA-6802937;R-HSA-192925;R-HSA-9670412;R-HSA-1839039;R-HSA-4791278;R-HSA-9920829;R-HSA-1839031;R-HSA-9836857;R-HSA-5638137;R-HSA-168880;R-HSA-9636128;R-HSA-1248677;R-HSA-2029992;R-HSA-9670436;R-HSA-6802911;R-HSA-6802910;R-HSA-9916717;R-HSA-2029988;R-HSA-2029989;R-HSA-6802908;R-HSA-2029984;R-HSA-8853319;R-HSA-9700181;R-HSA-392129;R-HSA-1839065;R-HSA-8853313;R-HSA-1839067;R-HSA-9700179;R-HSA-9708889;R-HSA-180687;R-HSA-8853320;R-HSA-873951;R-HSA-1888198;R-HSA-9629004;R-HSA-1839100;R-HSA-9694579;R-HSA-5679031;R-HSA-1839102;R-HSA-180710;R-HSA-1839098;R-HSA-1839094;R-HSA-1176059;R-HSA-1839095;R-HSA-9665407;R-HSA-9665406;R-HSA-1839091;R-HSA-9665404;R-HSA-9681763;R-HSA-6802837;R-HSA-1839080;R-HSA-6802834;R-HSA-9836899;R-HSA-1839078;R-HSA-9665389;R-HSA-180732;R-HSA-9665388"
R-HSA-8939256,"RUNX1 regulates transcription of genes involved in WNT signaling",1,9,5.538120731031936E-4,0.1465208179570333,0.3171244307853538,2,4,2.486170675616881E-4,9606,Homo sapiens,"ESR1","","R-HSA-8932076;R-HSA-8932084"
R-HSA-2161517,"Abacavir transmembrane transport",1,9,5.538120731031936E-4,0.1465208179570333,0.3171244307853538,1,3,1.8646280067126608E-4,9606,Homo sapiens,"ABCB4","","R-HSA-2161538"
R-HSA-159763,"Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus",1,9,5.538120731031936E-4,0.1465208179570333,0.3171244307853538,1,9,5.593884020137983E-4,9606,Homo sapiens,"F7","","R-HSA-159783"
R-HSA-9860931,"Response of endothelial cells to shear stress",4,115,0.00707648760076303,0.1465755775750014,0.3171244307853538,11,51,0.0031698676114115232,9606,Homo sapiens,"STAT1;PPP2R1A;GNB2;GNB3","","R-HSA-9865238;R-HSA-9865511;R-HSA-9861300;R-HSA-9865748;R-HSA-9865524;R-HSA-9865520;R-HSA-8985983;R-HSA-9861324;R-HSA-9861293;R-HSA-9865226;R-HSA-8985943"
R-HSA-8856825,"Cargo recognition for clathrin-mediated endocytosis",4,115,0.00707648760076303,0.1465755775750014,0.3171244307853538,3,15,9.323140033563305E-4,9606,Homo sapiens,"TGOLN2;ITSN1;EGFR;IGF2R","","R-HSA-8866279;R-HSA-8866277;R-HSA-8866283"
R-HSA-9958863,"SLC-mediated transport of amino acids",3,75,0.0046151006091932805,0.14713188871773397,0.3171244307853538,3,36,0.002237553608055193,9606,Homo sapiens,"SLC38A3;SLC7A2","","R-HSA-352174;R-HSA-375790;R-HSA-375768"
R-HSA-9679506,"SARS-CoV Infections",14,580,0.03569011137776137,0.14717169338641822,0.3171244307853538,22,404,0.025110323823730497,9606,Homo sapiens,"YWHAE;HSP90AB1;NUP210;IRAK1;STAT1;IL1R1;ROCK2;MGAT5;SDC1;ANO6;ZDHHC11;JAK1","","R-HSA-9696179;R-HSA-9694579;R-HSA-9678935;R-HSA-9696980;R-HSA-9709852;R-HSA-9680443;R-HSA-9729500;R-HSA-9699007;R-HSA-9708889;R-HSA-9681763;R-HSA-9678561;R-HSA-909726;R-HSA-9694661;R-HSA-9694341;R-HSA-168184;R-HSA-9729454;R-HSA-9768142;R-HSA-9727919;R-HSA-9697423;R-HSA-9770187;R-HSA-9678925;R-HSA-9698988"
R-HSA-397795,"G-protein beta:gamma signalling",2,39,0.002399852316780506,0.15094643523245255,0.3171244307853538,12,15,9.323140033563305E-4,9606,Homo sapiens,"GNB2;GNB3","","R-HSA-392295;R-HSA-8964634;R-HSA-8964604;R-HSA-8964605;R-HSA-8964317;R-HSA-8964271;R-HSA-398193;R-HSA-392300;R-HSA-8964241;R-HSA-8964614;R-HSA-398040;R-HSA-8964599"
R-HSA-1839124,"FGFR1 mutant receptor activation",2,39,0.002399852316780506,0.15094643523245255,0.3171244307853538,14,25,0.0015538566722605508,9606,Homo sapiens,"BCR;STAT1","","R-HSA-1839102;R-HSA-1839039;R-HSA-1839065;R-HSA-1839067;R-HSA-1839031;R-HSA-1839095;R-HSA-1839091;R-HSA-1839112;R-HSA-1839080;R-HSA-1839114;R-HSA-1839110;R-HSA-1839078;R-HSA-1888198;R-HSA-1839107"
R-HSA-176187,"Activation of ATR in response to replication stress",2,39,0.002399852316780506,0.15094643523245255,0.3171244307853538,2,9,5.593884020137983E-4,9606,Homo sapiens,"MCM8;ORC3L","","R-HSA-176298;R-HSA-176318"
R-HSA-442742,"CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling",2,39,0.002399852316780506,0.15094643523245255,0.3171244307853538,1,7,4.350798682329542E-4,9606,Homo sapiens,"KRAS","","R-HSA-442732"
R-HSA-159418,"Recycling of bile acids and salts",2,39,0.002399852316780506,0.15094643523245255,0.3171244307853538,2,17,0.0010566225371371745,9606,Homo sapiens,"SLCO1B3;SLCO1A2","","R-HSA-194130;R-HSA-194079"
R-HSA-9733709,"Cardiogenesis",2,39,0.002399852316780506,0.15094643523245255,0.3171244307853538,2,27,0.0016781652060413948,9606,Homo sapiens,"SRF","","R-HSA-9735505;R-HSA-9735497"
R-HSA-9925563,"Developmental Lineage of Pancreatic Ductal Cells",3,77,0.004738169958771768,0.1553992128002334,0.3171244307853538,2,2,1.2430853378084405E-4,9606,Homo sapiens,"LAMA5;LAMB2","","R-HSA-9910607;R-HSA-9853402"
R-HSA-163359,"Glucagon signaling in metabolic regulation",2,40,0.0024613869915697494,0.15705417639220742,0.3171244307853538,1,6,3.7292560134253216E-4,9606,Homo sapiens,"GNB2;GNB3","","R-HSA-825631"
R-HSA-189483,"Heme degradation",2,40,0.0024613869915697494,0.15705417639220742,0.3171244307853538,2,22,0.0013673938715892846,9606,Homo sapiens,"ABCC2;SLCO1B3","","R-HSA-9661799;R-HSA-5679041"
R-HSA-112316,"Neuronal System",12,489,0.030090455971940187,0.15727346767234307,0.3171244307853538,21,221,0.013736092982783268,9606,Homo sapiens,"DBNL;KCNJ8;GNB2;KCNQ2;KCNQ4;GNB3;SLC17A7;KRAS;PTPRF;GNAI2","","R-HSA-8855648;R-HSA-170666;R-HSA-500717;R-HSA-442732;R-HSA-392206;R-HSA-1296024;R-HSA-1296127;R-HSA-170671;R-HSA-1369017;R-HSA-210444;R-HSA-170674;R-HSA-1013020;R-HSA-6797554;R-HSA-6798258;R-HSA-6798257;R-HSA-210426;R-HSA-1013013;R-HSA-1013012;R-HSA-170686;R-HSA-388824;R-HSA-210430"
R-HSA-448424,"Interleukin-17 signaling",3,78,0.004799704633561012,0.1595864509364444,0.3171244307853538,4,35,0.002175399341164771,9606,Homo sapiens,"IRAK1;PPP2R1A;MAP2K7","","R-HSA-168162;R-HSA-199959;R-HSA-450337;R-HSA-450346"
R-HSA-8931987,"RUNX1 regulates estrogen receptor mediated transcription",1,10,6.153467478924373E-4,0.161418360993422,0.3171244307853538,8,8,4.972341351233762E-4,9606,Homo sapiens,"ESR1","","R-HSA-8932076;R-HSA-8931981;R-HSA-8932033;R-HSA-8932084;R-HSA-8932020;R-HSA-8932037;R-HSA-8932021;R-HSA-8932070"
R-HSA-163767,"PP2A-mediated dephosphorylation of key metabolic factors",1,10,6.153467478924373E-4,0.161418360993422,0.3171244307853538,4,4,2.486170675616881E-4,9606,Homo sapiens,"PPP2R1A","","R-HSA-163750;R-HSA-163688;R-HSA-164056;R-HSA-163689"
R-HSA-9732724,"IFNG signaling activates MAPKs",1,10,6.153467478924373E-4,0.161418360993422,0.3171244307853538,3,3,1.8646280067126608E-4,9606,Homo sapiens,"JAK1","","R-HSA-9732753;R-HSA-9732738;R-HSA-9732729"
R-HSA-1369007,"Mitochondrial ABC transporters",1,10,6.153467478924373E-4,0.161418360993422,0.3171244307853538,1,2,1.2430853378084405E-4,9606,Homo sapiens,"ABCB8","","R-HSA-382560"
R-HSA-162791,"Attachment of GPI anchor to uPAR",1,10,6.153467478924373E-4,0.161418360993422,0.3171244307853538,1,2,1.2430853378084405E-4,9606,Homo sapiens,"PIGU","","R-HSA-162836"
R-HSA-426117,"Cation-coupled Chloride cotransporters",1,10,6.153467478924373E-4,0.161418360993422,0.3171244307853538,1,4,2.486170675616881E-4,9606,Homo sapiens,"SLC12A7","","R-HSA-426155"
R-HSA-3371599,"Defective HLCS causes multiple carboxylase deficiency",1,10,6.153467478924373E-4,0.161418360993422,0.3171244307853538,1,4,2.486170675616881E-4,9606,Homo sapiens,"ACACA","","R-HSA-3323184"
R-HSA-5336415,"Uptake and function of diphtheria toxin",1,10,6.153467478924373E-4,0.161418360993422,0.3171244307853538,1,5,3.1077133445211015E-4,9606,Homo sapiens,"HSP90AB1","","R-HSA-5336420"
R-HSA-447041,"CHL1 interactions",1,10,6.153467478924373E-4,0.161418360993422,0.3171244307853538,1,5,3.1077133445211015E-4,9606,Homo sapiens,"ITGA1","","R-HSA-445088"
R-HSA-9855719,"Regulation of FXIIa and plasma kallikrein activity",1,10,6.153467478924373E-4,0.161418360993422,0.3171244307853538,1,6,3.7292560134253216E-4,9606,Homo sapiens,"A2M","","R-HSA-158340"
R-HSA-159782,"Removal of aminoterminal propeptides from gamma-carboxylated proteins",1,10,6.153467478924373E-4,0.161418360993422,0.3171244307853538,1,9,5.593884020137983E-4,9606,Homo sapiens,"F7","","R-HSA-159868"
R-HSA-211945,"Phase I - Functionalization of compounds",8,300,0.018460402436773122,0.1623048095981604,0.3171244307853538,13,104,0.006464043756603891,9606,Homo sapiens,"POR;HSP90AB1;CYP3A43;CES3;CYP19A1;CYP3A5;PAOX","","R-HSA-141351;R-HSA-141348;R-HSA-193060;R-HSA-211882;R-HSA-8937442;R-HSA-5693691;R-HSA-211948;R-HSA-8937191;R-HSA-76494;R-HSA-211959;R-HSA-213175;R-HSA-8937169;R-HSA-8936849"
R-HSA-6814122,"Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding",2,41,0.002522921666358993,0.16320779471970892,0.3171244307853538,7,11,6.836969357946423E-4,9606,Homo sapiens,"GNB2;GNB3","","R-HSA-6814119;R-HSA-6814418;R-HSA-8850560;R-HSA-8850527;R-HSA-6814124;R-HSA-6814121;R-HSA-6814120"
R-HSA-9927426,"Developmental Lineage of Mammary Gland Alveolar Cells",2,41,0.002522921666358993,0.16320779471970892,0.3171244307853538,1,2,1.2430853378084405E-4,9606,Homo sapiens,"ESR1","","R-HSA-9927438"
R-HSA-180746,"Nuclear import of Rev protein",2,41,0.002522921666358993,0.16320779471970892,0.3171244307853538,3,7,4.350798682329542E-4,9606,Homo sapiens,"NUP210;PIM1","","R-HSA-180710;R-HSA-180687;R-HSA-180732"
R-HSA-9680350,"Signaling by CSF1 (M-CSF) in myeloid cells",2,41,0.002522921666358993,0.16320779471970892,0.3171244307853538,4,14,8.701597364659083E-4,9606,Homo sapiens,"STAT1;KRAS","","R-HSA-9680385;R-HSA-9680389;R-HSA-9680388;R-HSA-9680348"
R-HSA-190861,"Gap junction assembly",2,41,0.002522921666358993,0.16320779471970892,0.3171244307853538,4,16,9.944682702467524E-4,9606,Homo sapiens,"GJB1","","R-HSA-190693;R-HSA-190698;R-HSA-190681;R-HSA-190687"
